node idx,paper id
237,2254815396
238,2257646213
239,2257722703
240,2264830470
241,2268095327
242,2268261130
243,2268733610
244,2268938174
245,2270218991
246,2270384168
247,2273364576
248,2275960700
249,2278003675
250,2280286192
251,2281477989
252,2284844860
253,2287998125
254,2289178639
255,2289616950
256,2292071457
257,2292156587
258,2292233400
259,2292983454
260,2295360187
261,2295748565
262,2296412986
263,2309645005
264,2324768677
265,2333200408
266,2336798767
267,2336902217
268,2339293227
269,2339690594
270,2340411850
271,2340518101
272,2342601131
273,2344349469
274,2344391187
275,2345456657
276,2345495628
277,2346786930
278,2356394976
279,2396289155
280,2398498549
281,2402158869
282,2404467351
283,2404691361
284,2405163796
285,2407537099
286,2408074187
287,2408337087
288,2408511749
289,2408795146
290,2410872382
291,2410943269
292,2411326260
293,2412257014
294,2413522668
295,2416903034
296,2417853429
297,2418863753
298,2431266723
299,2435229718
300,2443333194
301,2460547098
302,2462262952
303,2462831000
304,2463545666
305,2463731291
306,2465128116
307,2466365654
308,2466463215
309,2470804058
310,2471451742
311,2476291847
312,2477904218
313,2482193752
314,2485579787
315,2494463181
316,2505385900
317,2509446789
318,2510207728
319,2511093380
320,2514222156
321,2514795163
322,2515043645
323,2516389973
324,2520305843
325,2521305694
326,2522790424
327,2523612053
328,2524377659
329,2524638710
330,2525951180
331,2527255948
332,2530700328
333,2531240553
334,2533229206
335,2538853998
336,2541244035
337,2542357048
338,2547373914
339,2559424230
340,2563605494
341,2564814930
342,2574004477
343,2575436837
344,2577189726
345,2578277702
346,2580068393
347,2581141195
348,2582507901
349,2582667927
350,2583019817
351,2583317429
352,2583379913
353,2585522788
354,2587700222
355,2587944871
356,2588356017
357,2591735613
358,2591857971
359,2592546902
360,2593178238
361,2593221019
362,2594414520
363,2594502924
364,2594757924
365,2601670820
366,2604507718
367,2604993425
368,2605020549
369,2605095164
370,2605333377
371,2605775151
372,2605904100
373,2606279635
374,2607126301
375,2608161825
376,2608199279
377,2608771265
378,2608992661
379,2610416447
380,2610850660
381,2610905707
382,2611510109
383,2612161657
384,2612364175
385,2613593596
386,2613614176
387,2613807087
388,2615344953
389,2617308160
390,2618429789
391,2618680849
392,2620911965
393,2621813772
394,2622049782
395,2622353612
396,2623604707
397,2625030192
398,2625226699
399,2675515042
400,2694027581
401,2725310424
402,2726162513
403,2726481478
404,2731764626
405,2732305114
406,2733117079
407,2733858448
408,2735642330
409,2736337741
410,2736532986
411,2737126875
412,2737803646
413,2738498529
414,2738663878
415,2739505911
416,2739512085
417,2740603799
418,2741859509
419,2741995211
420,2742909326
421,2743758565
422,2744766693
423,2744770518
424,2747096658
425,2749617271
426,2749784589
427,2749856959
428,2751688886
429,2752263152
430,2752395459
431,2752451318
432,2752998136
433,2754420477
434,2754539945
435,2755572239
436,2755624925
437,2755935915
438,2756442302
439,2757192835
440,2757570709
441,2758367626
442,2759504247
443,2760218562
444,2760946557
445,2761264891
446,2761749680
447,2761873684
448,2762013948
449,2762206424
450,2762747762
451,2763049606
452,2763272531
453,2763389080
454,2765165237
455,2765219640
456,2765291116
457,2765422128
458,2765479240
459,2765545856
460,2766284073
461,2766294930
462,2766371994
463,2766450720
464,2766829334
465,2767058493
466,2767356838
467,2767453033
468,2767767871
469,2768439981
470,2769903030
471,2770302340
472,2771208044
473,2771841667
474,2772125660
475,2772217839
476,2772489743
477,2774837955
478,2775473773
479,2775819752
480,2775899375
481,2776069867
482,2776147641
483,2776313002
484,2777012514
485,2779680023
486,2782054271
487,2782733358
488,2782758897
489,2783105744
490,2783112387
491,2783348085
492,2783848564
493,2784524972
494,2784997849
495,2785247517
496,2785321380
497,2785433750
498,2785507676
499,2785533664
500,2785540181
501,2785578097
502,2786335707
503,2786564904
504,2786634640
505,2786802517
506,2787045403
507,2787402405
508,2787579267
509,2787642177
510,2787928077
511,2788157421
512,2788362500
513,2788420036
514,2788425869
515,2788985312
516,2789000096
517,2789446524
518,2789810536
519,2789903762
520,2790439946
521,2790502797
522,2791334856
523,2792155043
524,2792174932
525,2792249373
526,2792827505
527,2793001461
528,2793968975
529,2794187674
530,2794426516
531,2794643322
532,2794674590
533,2794823433
534,2794852379
535,2794945088
536,2795246565
537,2795417538
538,2795587979
539,2795754649
540,2795999188
541,2796057488
542,2796352678
543,2796440186
544,2796902985
545,2797197220
546,2797480241
547,2797569767
548,2798487859
549,2798683079
550,2798801347
551,2798811024
552,2798957492
553,2799130069
554,2799163527
555,2799236921
556,2799256272
557,2799364841
558,2799525592
559,2801059772
560,2802048525
561,2802575772
562,2802600798
563,2803073027
564,2803113791
565,2803155336
566,2803350198
567,2803974531
568,2803999577
569,2804069376
570,2804227495
571,2804410979
572,2804513722
573,2804581867
574,2805459882
575,2805566098
576,2806022935
577,2806253709
578,2806327167
579,2806387370
580,2806429264
581,2806515050
582,2807195518
583,2808195542
584,2808278571
585,2808404826
586,2808768547
587,2808815309
588,2809032952
589,2809353777
590,2809678767
591,2809716546
592,2810202096
593,2810387969
594,2810533955
595,2810845273
596,2810961304
597,2811027900
598,2811034418
599,2811456079
600,2820951506
601,2882892967
602,2883004598
603,2884288768
604,2884506312
605,2885850791
606,2886099836
607,2886216536
608,2886351808
609,2886616607
610,2886620977
611,2886748926
612,2886818025
613,2886881561
614,2887199985
615,2887256099
616,2887420797
617,2887806996
618,2888515142
619,2888639576
620,2889642831
621,2889678803
622,2889681790
623,2889762385
624,2890741595
625,2890762086
626,2891688681
627,2891754318
628,2892009954
629,2892085193
630,2892122909
631,2892212780
632,2893143132
633,2893179710
634,2893268956
635,2893278801
636,2893602300
637,2893872548
638,2894612187
639,2894788161
640,2895020057
641,2895045024
642,2895669808
643,2896257562
644,2896790514
645,2896992269
646,2897025488
647,2897071425
648,2897239789
649,2897490229
650,2897490830
651,2898072074
652,2898132662
653,2898201669
654,2898258448
655,2898350943
656,2898387785
657,2898419822
658,2899017552
659,2900240996
660,2900531094
661,2900579567
662,2900842112
663,2900949092
664,2901174038
665,2901469772
666,2901574935
667,2901607659
668,2901739041
669,2901779532
670,2901978819
671,2902240649
672,2902296270
673,2902497586
674,2902557666
675,2902749952
676,2903004694
677,2903056976
678,2903200123
679,2903250286
680,2903805326
681,2904103890
682,2904145923
683,2905153101
684,2905487937
685,2906947607
686,2906959110
687,2907366400
688,2907886055
689,2908544974
690,2908729273
691,2909002451
692,2909735162
693,2910138965
694,2910326436
695,2910342249
696,2910869157
697,2911358086
698,2911481909
699,2911543874
700,2911610870
701,2911787152
702,2911965419
703,2912004605
704,2912030092
705,2912223035
706,2912477994
707,2913058692
708,2913079660
709,2913547314
710,2913624634
711,2913687563
712,2913789312
713,2914104942
714,2914233300
715,2914312101
716,2914681686
717,2914765585
718,2914808443
719,2914898847
720,2914949667
721,2915918561
722,2916562010
723,2916826721
724,2917138319
725,2918130758
726,2918696414
727,2920063196
728,2920431256
729,2920741755
730,2920887644
731,2921304802
732,2921918986
733,2921979992
734,2922115235
735,2922249902
736,2922344980
737,2922422516
738,2922717338
739,2922874720
740,2923908626
741,2924032504
742,2924116063
743,2925348613
744,2926841917
745,2928530452
746,2928817239
747,2929095093
748,2930003153
749,2930382063
750,2932480350
751,2933655602
752,2933714206
753,2934806712
754,2935117511
755,2936295285
756,2936520980
757,2936883713
758,2936899590
759,2938696877
760,2938927628
761,2939522634
762,2940183409
763,2941026327
764,2941665138
765,2941859709
766,2942047809
767,2942135187
768,2942637361
769,2942669846
770,2942775600
771,2943913916
772,2944151897
773,2944460305
774,2944855023
775,2944983703
776,2945051179
777,2945083850
778,2945584410
779,2945603434
780,2945692665
781,2946019926
782,2946044191
783,2946173551
784,2946356375
785,2946555364
786,2946584487
787,2946869570
788,2947091137
789,2947219669
790,2947221669
791,2947224127
792,2947461788
793,2947477827
794,2947715232
795,2947756088
796,2948069823
797,2948281243
798,2948743095
799,2948793189
800,2948930516
801,2948954099
802,2948957650
803,2949067336
804,2949089332
805,2949134419
806,2949188824
807,2949194344
808,2949196298
809,2949207020
810,2949225654
811,2949233314
812,2949238931
813,2949267240
814,2949268354
815,2949285477
816,2949286181
817,2949318474
818,2949321893
819,2949324607
820,2949342675
821,2949346849
822,2949375452
823,2949403782
824,2949419978
825,2949429487
826,2949435980
827,2949439788
828,2949441331
829,2949461269
830,2949482052
831,2949487521
832,2949510923
833,2949521215
834,2949527639
835,2949535701
836,2949535778
837,2949560367
838,2949561737
839,2949577591
840,2949604932
841,2949626996
842,2949717756
843,2949737549
844,2949758157
845,2949764951
846,2949811668
847,2949817159
848,2949835687
849,2949835790
850,2949837236
851,2949837559
852,2949859406
853,2949896890
854,2949916381
855,2949987032
856,2950002111
857,2950013303
858,2950047432
859,2950050258
860,2950064107
861,2950070519
862,2950074070
863,2950104062
864,2950108450
865,2950117535
866,2950125130
867,2950134120
868,2950136222
869,2950143318
870,2950148443
871,2950155282
872,2950173087
873,2950203496
874,2950222175
875,2950254397
876,2950256663
877,2950257502
878,2950269186
879,2950280607
880,2950298633
881,2950301741
882,2950339685
883,2950354234
884,2950389708
885,2950394205
886,2950428405
887,2950428556
888,2950430068
889,2950430166
890,2950444534
891,2950468997
892,2950488612
893,2950502662
894,2950503198
895,2950568883
896,2950573208
897,2950594207
898,2950595392
899,2950606260
900,2950615092
901,2950657833
902,2950662148
903,2950669596
904,2950681068
905,2950681618
906,2950686074
907,2950700332
908,2950707459
909,2950752366
910,2950761086
911,2950778660
912,2950820003
913,2950844289
914,2950860667
915,2950870926
916,2950881657
917,2950894949
918,2950925841
919,2950937143
920,2950938369
921,2950945448
922,2951011721
923,2951017344
924,2951036212
925,2951102062
926,2951109409
927,2951135732
928,2951137892
929,2951152776
930,2951153814
931,2951170705
932,2951171871
933,2951191840
934,2951198865
935,2951208224
936,2951210992
937,2951233667
938,2951246108
939,2951268556
940,2951293704
941,2951305674
942,2951312444
943,2951313160
944,2951394629
945,2951399333
946,2951448623
947,2951463487
948,2951478721
949,2951543836
950,2951571372
951,2951595588
952,2951606661
953,2951608625
954,2951614565
955,2951614944
956,2951615571
957,2951616867
958,2951635495
959,2951635536
960,2951636664
961,2951653434
962,2951655313
963,2951657789
964,2951673776
965,2951683535
966,2951697703
967,2951728940
968,2951754036
969,2951823902
970,2951837690
971,2951847226
972,2951854335
973,2951861003
974,2951867283
975,2951884125
976,2951910662
977,2951936753
978,2951948694
979,2951995763
980,2951995821
981,2951996776
982,2952016354
983,2952023274
984,2952044050
985,2952047331
986,2952061210
987,2952073905
988,2952093099
989,2952102303
990,2952119352
991,2952155636
992,2952164974
993,2952169544
994,2952171514
995,2952213558
996,2952219087
997,2952229801
998,2952236815
999,2952260046
1000,2952261460
1001,2952267668
1002,2952277155
1003,2952288288
1004,2952314184
1005,2952334673
1006,2952337064
1007,2952337635
1008,2952342445
1009,2952353761
1010,2952362509
1011,2952364877
1012,2952400500
1013,2952409738
1014,2952425406
1015,2952427240
1016,2952444995
1017,2952448496
1018,2952491657
1019,2952508421
1020,2952511142
1021,2952514460
1022,2952517855
1023,2952518427
1024,2952519012
1025,2952580453
1026,2952585167
1027,2952616576
1028,2952654690
1029,2952692934
1030,2952696969
1031,2952708901
1032,2952729914
1033,2952752365
1034,2952792115
1035,2952804803
1036,2952806353
1037,2952820602
1038,2952822893
1039,2952828509
1040,2952874200
1041,2952885288
1042,2952888378
1043,2952904874
1044,2952919679
1045,2952965520
1046,2952968410
1047,2952971154
1048,2952981920
1049,2952992996
1050,2952993565
1051,2952997128
1052,2953015226
1053,2953017294
1054,2953024585
1055,2953040449
1056,2953065078
1057,2953072744
1058,2953077812
1059,2953080524
1060,2953080702
1061,2953092313
1062,2953100718
1063,2953101404
1064,2953117613
1065,2953144064
1066,2953157774
1067,2953159499
1068,2953164751
1069,2953167419
1070,2953167779
1071,2953182835
1072,2953185150
1073,2953188310
1074,2953234528
1075,2953243231
1076,2953248217
1077,2953251011
1078,2953263167
1079,2953266794
1080,2953288157
1081,2953295821
1082,2953300238
1083,2953301105
1084,2953321413
1085,2953344930
1086,2953391732
1087,2953392161
1088,2953634354
1089,2953793718
1090,2953804391
1091,2954053207
1092,2954594726
1093,2954744211
1094,2954884125
1095,2955512971
1096,2955819861
1097,2955883395
1098,2955914515
1099,2958127121
1100,2958373708
1101,2958670508
1102,2958885478
1103,2959209404
1104,2959816846
1105,2960282122
1106,2961036874
1107,2961075442
1108,2961524200
1109,2961655545
1110,2962863905
1111,2962874844
1112,2963052105
1113,2963155310
1114,2963243612
1115,2963262919
1116,2963479217
1117,2963482016
1118,2964103096
1119,2964156559
1120,2964566605
1121,2964693852
1122,2964703418
1123,2964750054
1124,2964855005
1125,2964870467
1126,2965200717
1127,2965386677
1128,2965428307
1129,2965468758
1130,2965485015
1131,2965840041
1132,2965853874
1133,2966084819
1134,2966367171
1135,2966479429
1136,2966564913
1137,2966638278
1138,2967405323
1139,2968233966
1140,2968543045
1141,2969056421
1142,2969070773
1143,2969329284
1144,2969409408
1145,2969463522
1146,2969520366
1147,2969525168
1148,2969705302
1149,2970073346
1150,2970342098
1151,2971549983
1152,2972280210
1153,2972282440
1154,2972332787
1155,2972366126
1156,2972391026
1157,2972408992
1158,2972829925
1159,2972884859
1160,2972902019
1161,2973155974
1162,2973930634
1163,2974679749
1164,2974684257
1165,2975242295
1166,2975672703
1167,2975826799
1168,2976194415
1169,2976281527
1170,2976466812
1171,2976964214
1172,2977122666
1173,2978212076
1174,2978843034
1175,2979287175
1176,2979314664
1177,2979386607
1178,2979426349
1179,2979427124
1180,2979483737
1181,2979639576
1182,2979645311
1183,2979696030
1184,2980149749
1185,2980154309
1186,2980321109
1187,2980341701
1188,2980422430
1189,2980599494
1190,2981049690
1191,2981352723
1192,2981489861
1193,2981547806
1194,2981930619
1195,2981936562
1196,2982062754
1197,2982084977
1198,2982150752
1199,2982400109
1200,2982501339
1201,2982541662
1202,2982666195
1203,2983100209
1204,2983716911
1205,2983779407
1206,2984184565
1207,2984477118
1208,2984514542
1209,2984765139
1210,2985076077
1211,2985581477
1212,2985768166
1213,2986070883
1214,2986185262
1215,2986193832
1216,2986386656
1217,2986546511
1218,2986736937
1219,2987414108
1220,2988115836
1221,2988841832
1222,2989610201
1223,2989782618
1224,2989907986
1225,2989927651
1226,2990051169
1227,2990109014
1228,2990176560
1229,2990486178
1230,2990505274
1231,2990647144
1232,2990827137
1233,2991003614
1234,2991104753
1235,2991227784
1236,2991541751
1237,2991815002
1238,2992737371
1239,2993008448
1240,2993281564
1241,2993749257
1242,2993897137
1243,2994699253
1244,2994926185
1245,2994942502
1246,2995098333
1247,2995137126
1248,2995197009
1249,2995254270
1250,2995297220
1251,2995323052
1252,2995591407
1253,2995883407
1254,2995912970
1255,2996117162
1256,2996441973
1257,2996569511
1258,2996610304
1259,2996669418
1260,2996764914
1261,2997461898
1262,2997507969
1263,2997842638
1264,2997877901
1265,2998911234
1266,2999202099
1267,2999314132
1268,2999348373
1269,2999361872
1270,2999368973
1271,2999772350
1272,2999879290
1273,2999951053
1274,2999953609
1275,3000658051
1276,3000840023
1277,3001634048
1278,3001904144
1279,3002181530
1280,3003498882
1281,3003587002
1282,3004194992
1283,3004355950
1284,3004513934
1285,3004567884
1286,3004580762
1287,3004634366
1288,3004815632
1289,3004903382
1290,3005077188
1291,3005251621
1292,3005701902
1293,3005704921
1294,3005705715
1295,3005818102
1296,3005947094
1297,3005974022
1298,3005978990
1299,3006021161
1300,3006091301
1301,3006207249
1302,3006416385
1303,3006437160
1304,3006526404
1305,3006610127
1306,3006668148
1307,3006716581
1308,3006809231
1309,3006865171
1310,3007727054
1311,3007925736
1312,3008246719
1313,3008559440
1314,3008637786
1315,3008752511
1316,3008900438
1317,3009453940
1318,3009761736
1319,3010349053
1320,3010526057
1321,3011063025
1322,3011201405
1323,3011366956
1324,3011810856
1325,3011817866
1326,3011864725
1327,3011895014
1328,3011967731
1329,3012121305
1330,3012270600
1331,32061459
1332,167545374
1333,180788212
1334,182869335
1335,298776601
1336,299384210
1337,659510205
1338,954769752
1339,1417851158
1340,1426280032
1341,1431847566
1342,1438456515
1343,1482674265
1344,1489119327
1345,1490778985
1346,1493746248
1347,1494824878
1348,1499962096
1349,1514072437
1350,1515884010
1351,1517955368
1352,1519399059
1353,1522301498
1354,1524246141
1355,1524628891
1356,1531182400
1357,1532158658
1358,1533844679
1359,1538616452
1360,1538922235
1361,1539019425
1362,1540514005
1363,1543096983
1364,1543964754
1365,1545055453
1366,1545560108
1367,1551000922
1368,1559665635
1369,1563122285
1370,1569410382
1371,1571090946
1372,1574837706
1373,1584512166
1374,1585369105
1375,1586946212
1376,1589178604
1377,1589605696
1378,1591685808
1379,1593454532
1380,1596750860
1381,1600737405
1382,1605881875
1383,1619552178
1384,1629589551
1385,1633409340
1386,1634042229
1387,1634236444
1388,1646440264
1389,1647101960
1390,1653269790
1391,1670403172
1392,1671483240
1393,1672154140
1394,1680131414
1395,1682924557
1396,1692916234
1397,1695065985
1398,1697536320
1399,1704505585
1400,1734012170
1401,1746953810
1402,1750165282
1403,1758014923
1404,1768815108
1405,1771868960
1406,1774699944
1407,1778672286
1408,1795078732
1409,1798941275
1410,1798948293
1411,1802872314
1412,1807213485
1413,1809867050
1414,1819741873
1415,1824573110
1416,1826013816
1417,1830652894
1418,1833341480
1419,1838260305
1420,1858643889
1421,1859156831
1422,1860364451
1423,1873283963
1424,1884238496
1425,1885702978
1426,1888192055
1427,1893974392
1428,1895952509
1429,1901341728
1430,1909901432
1431,1916203478
1432,1928926357
1433,1934037738
1434,1934098077
1435,1938404716
1436,1940437058
1437,1943915605
1438,1947727767
1439,1953658749
1440,1956895080
1441,1963966140
1442,1965190778
1443,1970015931
1444,1973454421
1445,1981362384
1446,1981984017
1447,1984368637
1448,1988014332
1449,1989598697
1450,1993452022
1451,1993639968
1452,2004954545
1453,2007334542
1454,2007563360
1455,2011481908
1456,2015713866
1457,2017007913
1458,2019798803
1459,2019925172
1460,2020113390
1461,2027063437
1462,2027888011
1463,2030339236
1464,2032788775
1465,2038294643
1466,2041616144
1467,2041931248
1468,2042789015
1469,2044714347
1470,2050400596
1471,2053272556
1472,2058236954
1473,2061261181
1474,2062014945
1475,2064133004
1476,2069825906
1477,2071186128
1478,2073782198
1479,2078780937
1480,2082384877
1481,2084299172
1482,2084541424
1483,2084573380
1484,2088017986
1485,2089728649
1486,2091293074
1487,2095196272
1488,2097316225
1489,2103629504
1490,2104219297
1491,2104577679
1492,2104793053
1493,2110697981
1494,2110903336
1495,2111992350
1496,2114250422
1497,2114668207
1498,2117790943
1499,2119676644
1500,2122246224
1501,2125087461
1502,2125879217
1503,2126659725
1504,2128289553
1505,2128626931
1506,2130187411
1507,2134093533
1508,2135176851
1509,2138997891
1510,2142587298
1511,2144244418
1512,2144918607
1513,2146221397
1514,2146985636
1515,2147346057
1516,2148016088
1517,2149028921
1518,2149710847
1519,2151536927
1520,2155854826
1521,2162851466
1522,2163683892
1523,2163757121
1524,2163957764
1525,2164688768
1526,2164746840
1527,2164797453
1528,2166021179
1529,2167879950
1530,2170919753
1531,2171949331
1532,2179423374
1533,2181936228
1534,2208707880
1535,2211664807
1536,2211992430
1537,2213997110
1538,2215920531
1539,2218607027
1540,2238394037
1541,2240856882
1542,2242384890
1543,2246520897
1544,2255217548
1545,2255659056
1546,2260030446
1547,2263754408
1548,2264079072
1549,2264834181
1550,2269140243
1551,2269652279
1552,2270012844
1553,2271461379
1554,2271700724
1555,2272336599
1556,2275796373
1557,2276222770
1558,2281121510
1559,2281514722
1560,2281684621
1561,2281989267
1562,2284273862
1563,2285326487
1564,2287243135
1565,2290523257
1566,2291394520
1567,2291891298
1568,2292633562
1569,2293150831
1570,2293258084
1571,2293832930
1572,2294612767
1573,2295880350
1574,2297319908
1575,2298094823
1576,2305657994
1577,2309596084
1578,2314708322
1579,2323336632
1580,2333611780
1581,2336641951
1582,2337195104
1583,2338276926
1584,2339415939
1585,2341978028
1586,2345122596
1587,2345390684
1588,2347114283
1589,2376105519
1590,2395821928
1591,2397471824
1592,2398167949
1593,2398898231
1594,2403161956
1595,2405385330
1596,2407021117
1597,2408619804
1598,2409880196
1599,2410503294
1600,2414540177
1601,2422101940
1602,2432142698
1603,2439973210
1604,2464549268
1605,2470236538
1606,2474855881
1607,2476749328
1608,2481342515
1609,2481778652
1610,2483051661
1611,2485646013
1612,2488332032
1613,2494649457
1614,2494956436
1615,2497151817
1616,2500626187
1617,2507966505
1618,2508541878
1619,2511794618
1620,2513135763
1621,2513326255
1622,2513408648
1623,2514299414
1624,2516932417
1625,2517312222
1626,2517418812
1627,2517961592
1628,2518077721
1629,2519746834
1630,2519798587
1631,2521347458
1632,2524011860
1633,2525160011
1634,2527762393
1635,2528484220
1636,2530221730
1637,2531340076
1638,2534345173
1639,2539825765
1640,2545138514
1641,2552644168
1642,2553125262
1643,2553405800
1644,2556660792
1645,2556882396
1646,2557152923
1647,2558722810
1648,2559110712
1649,2560670256
1650,2561134042
1651,2563036668
1652,2564435712
1653,2566433066
1654,2566689671
1655,2567346680
1656,2567974663
1657,2570260552
1658,2571703840
1659,2575480513
1660,2577731433
1661,2579094747
1662,2580172391
1663,2580677403
1664,2581579081
1665,2582255257
1666,2582466356
1667,2582502747
1668,2582794520
1669,2583357717
1670,2583661442
1671,2584769872
1672,2585766042
1673,2586746505
1674,2588823544
1675,2590487735
1676,2592603923
1677,2593005972
1678,2594441185
1679,2594485970
1680,2601370232
1681,2601675742
1682,2601741393
1683,2604526796
1684,2604807246
1685,2605072144
1686,2606107937
1687,2606441798
1688,2606901905
1689,2606952915
1690,2608110195
1691,2608208138
1692,2608256074
1693,2610887098
1694,2611292810
1695,2611350544
1696,2612361954
1697,2612382297
1698,2613492636
1699,2614024025
1700,2615279401
1701,2616395932
1702,2617215970
1703,2617291459
1704,2618419749
1705,2619472025
1706,2620124033
1707,2623085795
1708,2625623302
1709,2629902153
1710,2671081590
1711,2686396252
1712,2728656723
1713,2729066167
1714,2731037667
1715,2733084770
1716,2736019621
1717,2736191430
1718,2736303417
1719,2736909488
1720,2737357585
1721,2737894857
1722,2738493602
1723,2739131792
1724,2739458590
1725,2739784159
1726,2740070298
1727,2740686661
1728,2740752445
1729,2741711109
1730,2741767295
1731,2742850581
1732,2743675474
1733,2744613887
1734,2744641177
1735,2745263186
1736,2746068898
1737,2746425355
1738,2747622561
1739,2747768235
1740,2748624060
1741,2750699642
1742,2750926321
1743,2751390300
1744,2751489730
1745,2751669761
1746,2751846701
1747,2753568442
1748,2753840555
1749,2754256031
1750,2754878989
1751,2755278809
1752,2755521545
1753,2756465743
1754,2757789407
1755,2759134725
1756,2759512615
1757,2760177518
1758,2760356198
1759,2761994536
1760,2762145923
1761,2762481393
1762,2762941244
1763,2762983952
1764,2763175323
1765,2763355822
1766,2763743667
1767,2763783057
1768,2765122094
1769,2765918311
1770,2765957269
1771,2766133650
1772,2766375156
1773,2766427402
1774,2766465839
1775,2766575328
1776,2766903722
1777,2767049165
1778,2767052532
1779,2767153409
1780,2767244032
1781,2769042349
1782,2769062082
1783,2769169032
1784,2769220872
1785,2769242856
1786,2769381239
1787,2769943877
1788,2770216739
1789,2770875074
1790,2771010312
1791,2771098373
1792,2772742216
1793,2772890845
1794,2773066424
1795,2775191568
1796,2776836103
1797,2778539913
1798,2780265115
1799,2780469592
1800,2780919251
1801,2781588423
1802,2781620681
1803,2782151988
1804,2782302810
1805,2782499457
1806,2782815435
1807,2783320215
1808,2783441397
1809,2783808332
1810,2783873922
1811,2784015345
1812,2784198544
1813,2784226711
1814,2784283079
1815,2784761289
1816,2785012040
1817,2785350307
1818,2785456199
1819,2785493606
1820,2785868298
1821,2785964637
1822,2786010684
1823,2786111591
1824,2786958260
1825,2786962850
1826,2787132063
1827,2787156640
1828,2787292620
1829,2787542756
1830,2787684247
1831,2787932506
1832,2788128810
1833,2788194436
1834,2788427975
1835,2788471573
1836,2788512147
1837,2788537278
1838,2788686929
1839,2788714110
1840,2789078060
1841,2790144705
1842,2790433938
1843,2790695487
1844,2790697880
1845,2790925373
1846,2791666116
1847,2791736451
1848,2791788561
1849,2791803308
1850,2792884541
1851,2793174271
1852,2793218794
1853,2793334135
1854,2793350933
1855,2793902442
1856,2793975030
1857,2794616326
1858,2794847559
1859,2795119759
1860,2795362370
1861,2795386130
1862,2795466116
1863,2795493431
1864,2795574923
1865,2795583760
1866,2796612419
1867,2797457699
1868,2797488090
1869,2797566041
1870,2797902219
1871,2798397965
1872,2798463354
1873,2798627539
